Período;Região;Instituição;Localização Geográfica;Nº Episódios Cirúrgicos Ambulat com Procedimentos Ambulatorizáveis;Nº Episódios Cirúrgicos Ambulat e Intern com Proced Ambulatorizáveis;% Cir. Ambulatório (GDH) para Procedimentos Ambulatorizáveis
2019-04;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;2095;2477;84.6
2019-04;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;865;1016;85.1
2019-05;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;532;706;75.4
2019-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;2157;2419;89.2
2019-05;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919,-8.7707806;0;0;
2019-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;1424;1641;86.8
2019-05;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;15;211;7.1
2019-05;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;1381;1739;79.4
2019-05;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;1416;1612;87.8
2019-05;Região de Saúde LVT;Centro Hospitalar do Oeste;39.4054629,-9.1258493;678;940;72.1
2019-05;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;1726;2109;81.8
2019-05;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006,-9.418267;1492;1684;88.6
2019-05;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;2070;2448;84.6
2019-05;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;548;971;56.4
2019-06;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;660;868;76.0
2019-06;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;2502;2801;89.3
2019-06;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919,-8.7707806;0;0;
2019-06;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;206;206;100.0
2019-06;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;405;424;95.5
2019-06;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;22;249;8.8
2019-06;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;619;697;88.8
2019-06;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;1098;1434;76.6
2019-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;1635;1991;82.1
2019-06;Região de Saúde LVT;Hospital de Loures, PPP;38.821455,-9.176296;1917;2273;84.3
2019-06;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;2198;2198;100.0
2019-06;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;3073;3613;85.1
2019-06;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;2477;2914;85.0
2019-06;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;619;1112;55.7
2019-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;2472;2775;89.1
2019-07;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;230;230;100.0
2019-07;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;472;492;95.9
2019-07;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;2332;2853;81.7
2019-07;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;2894;3376;85.7
2019-07;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;1466;1713;85.6
2019-07;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;736;1318;55.8
2019-07;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;1297;1583;81.9
2019-08;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;2111;2832;74.5
2019-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;980;1229;79.7
2019-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;798;1019;78.3
2019-08;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;2097;2443;85.8
2019-08;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919,-8.7707806;0;0;
2019-08;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;1930;2230;86.5
2019-08;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;523;543;96.3
2019-08;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;2168;2469;87.8
2019-08;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235,-8.984506;2105;2508;83.9
2019-08;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649,-8.6649823;0;0;
2019-09;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;4146;5002;82.9
2019-09;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;2413;2742;88.0
2019-09;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006,-9.418267;2870;3183;90.2
2019-09;Região de Saúde LVT;Hospital de Loures, PPP;38.821455,-9.176296;2689;3195;84.2
2019-09;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;2924;3194;91.5
2019-09;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;4932;6691;73.7
2019-09;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;2809;3382;83.1
2019-09;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;1845;2166;85.2
2019-09;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;912;1604;56.9
2019-10;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;2691;3635;74.0
2019-10;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;2703;3151;85.8
2019-10;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;1183;1510;78.3
2019-10;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;7086;8689;81.6
2019-10;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;45;386;11.7
2019-10;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;2490;3175;78.4
2019-10;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;276;679;40.6
2019-10;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;7102;8637;82.2
2019-10;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;4947;5821;85.0
2019-10;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;3699;4230;87.4
2019-11;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;2556;2926;87.4
2019-11;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;3464;4204;82.4
2019-11;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;2269;2661;85.3
2019-11;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;4062;4638;87.6
2019-11;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;4486;5283;84.9
2019-12;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;3244;3782;85.8
2019-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;5077;5656;89.8
2019-12;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;2740;3172;86.4
2019-12;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;1998;2628;76.0
2019-12;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006,-9.418267;3856;4258;90.6
2019-12;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;4720;5490;86.0
2019-12;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;4832;5691;84.9
2020-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;57;90;63.3
2020-01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;163;192;84.9
2020-01;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;72;74;97.3
2020-01;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;0;33;0.0
2020-01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;208;260;80.0
2020-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;702;805;87.2
2020-01;Região de Saúde LVT;Centro Hospitalar do Oeste;39.4054629,-9.1258493;120;184;65.2
2020-01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;508;588;86.4
2020-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;630;679;92.8
2020-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;507;574;88.3
2020-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;580;742;78.2
2020-01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;331;404;81.9
2020-02;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;512;648;79.0
2020-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;138;200;69.0
2020-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;219;296;74.0
2020-02;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;400;448;89.3
2020-02;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;135;139;97.1
2020-02;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006,-9.418267;598;678;88.2
2020-02;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235,-8.984506;573;697;82.2
2020-02;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;1486;1992;74.6
2020-02;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;1708;2056;83.1
2020-02;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;399;454;87.9
2020-02;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;249;393;63.4
2020-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;1905;2344;81.3
2020-03;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;115;115;100.0
2020-03;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;169;202;83.7
2020-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;133;231;57.6
2020-03;Região de Saúde LVT;Centro Hospitalar do Oeste;39.4054629,-9.1258493;301;433;69.5
2020-03;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006,-9.418267;720;818;88.0
2020-03;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;855;855;100.0
2020-03;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;667;774;86.2
2020-03;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;2061;2497;82.5
2020-03;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;1277;1477;86.5
2020-03;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;270;468;57.7
2020-03;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;994;1083;91.8
2020-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;520;646;80.5
2020-04;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;585;750;78.0
2020-04;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;975;1229;79.3
2020-04;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;463;618;74.9
2020-04;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;694;786;88.3
2020-04;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;468;512;91.4
2020-04;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;667;777;85.8
2020-04;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;256;394;65.0
2020-04;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;1458;1868;78.1
2020-04;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;491;567;86.6
2020-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;183;276;66.3
2020-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;316;357;88.5
2020-05;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;683;846;80.7
2020-05;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;125;125;100.0
2020-05;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;171;204;83.8
2020-05;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;487;658;74.0
2020-05;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;765;1020;75.0
2020-05;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;1441;1678;85.9
2020-05;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006,-9.418267;798;915;87.2
2020-05;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;1148;1350;85.0
2020-05;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;956;956;100.0
2020-05;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;1685;1865;90.3
2020-05;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;330;644;51.2
2020-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;416;544;76.5
2020-06;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;937;1039;90.2
2020-06;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;0;0;
2020-06;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;1074;1225;87.7
2020-06;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;1303;1623;80.3
2020-06;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;1025;1282;80.0
2020-07;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;1122;1371;81.8
2020-07;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;633;732;86.5
2020-07;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;2809;3474;80.9
2020-07;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919,-8.7707806;0;0;
2020-07;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;189;232;81.5
2020-07;Região de Saúde LVT;Centro Hospitalar do Oeste;39.4054629,-9.1258493;592;817;72.5
2020-07;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;950;1149;82.7
2020-08;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;3279;3593;91.3
2020-08;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;1976;2505;78.9
2020-08;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;224;224;100.0
2020-08;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;1381;1531;90.2
2020-08;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;366;375;97.6
2020-08;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;15;287;5.2
2020-08;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;192;250;76.8
2020-08;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;3164;3680;86.0
2020-08;Região de Saúde LVT;Centro Hospitalar do Oeste;39.4054629,-9.1258493;667;921;72.4
2020-08;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006,-9.418267;1932;2146;90.0
2020-08;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;764;844;90.5
2020-08;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;3086;4471;69.0
2020-08;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;3761;4571;82.3
2020-08;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649,-8.6649823;0;0;
2020-08;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;450;918;49.0
2020-08;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;1665;2034;81.9
2020-08;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;1189;1426;83.4
2020-09;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;698;959;72.8
2020-09;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235,-8.984506;2098;2458;85.4
2020-09;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;1899;2281;83.3
2020-09;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;103;488;21.1
2020-09;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;3853;5603;68.8
2020-09;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;3877;4424;87.6
2020-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;2269;2526;89.8
2020-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;685;900;76.1
2020-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;836;927;90.2
2020-10;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;1508;1870;80.6
2020-10;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;460;693;66.4
2020-10;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;833;1145;72.8
2020-10;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;3952;4592;86.1
2020-10;Região de Saúde LVT;Centro Hospitalar do Oeste;39.4054629,-9.1258493;950;1260;75.4
2020-10;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;2273;2546;89.3
2020-10;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;4604;5259;87.5
2020-10;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;3210;3778;85.0
2020-10;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;2380;2850;83.5
2020-11;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897,-8.8586755;2099;2290;91.7
2020-11;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;1664;1911;87.1
2020-11;Região de Saúde LVT;Instituto Gama Pinto;38.7218793,-9.144249;2193;2193;100.0
2020-11;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;6666;7899;84.4
2020-11;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;4982;5688;87.6
2020-11;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;5202;6317;82.3
2020-11;Região de Saúde Norte;Hospital de Braga, EPE;41.56785,-8.398982;6505;7095;91.7
2020-11;Região de Saúde Norte;Instituto Português Oncologia do Porto, EPE;41.1785642,-8.6062881;580;1212;47.9
2020-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;1163;1291;90.1
2020-12;Região de Saúde do Centro;Instituto Português Oncologia de Coimbra, EPE;40.2162514,-8.4103814;31;491;6.3
2020-12;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;404;480;84.2
2020-12;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;1856;2108;88.0
2020-12;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006,-9.418267;3627;3947;91.9
2020-12;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;6630;9156;72.4
2020-12;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;2074;2383;87.0
2020-12;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;3727;4383;85.0
2020-12;Região de Saúde Norte;Hospital de Braga, EPE;41.56785,-8.398982;7512;8155;92.1
2020-12;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;1961;2323;84.4
2021-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314,-8.6956768;84;92;91.3
2021-01;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919,-8.7707806;0;0;
2021-01;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo;40.3470015,-8.5933462;0;0;
2021-01;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;24;25;96.0
2021-01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;15;20;75.0
2021-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;356;387;92.0
2021-01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;135;156;86.5
2021-01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;85;90;94.4
2021-01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;77;96;80.2
2021-02;Região de Saúde do Centro;Centro Medicina de Reabilitação da Região Centro Rovisco Pais;40.297919,-8.7707806;0;0;
2021-02;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo;40.8571967,-8.6318023;24;25;96.0
2021-02;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;16;21;76.2
2021-02;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;575;631;91.1
2021-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;88;99;88.9
2021-02;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa;38.7569771,-9.1460705;0;0;
2021-02;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;356;374;95.2
2021-02;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;159;196;81.1
2021-02;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649,-8.6649823;0;0;
2021-02;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234,-8.6171561;273;278;98.2
2021-02;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;335;382;87.7
2021-03;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973,-7.9281554;388;477;81.3
2021-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;38;57;66.7
2021-03;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;507;576;88.0
2021-03;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006,-9.418267;877;959;91.4
2021-03;Região de Saúde LVT;Hospital de Loures, PPP;38.821455,-9.176296;508;560;90.7
2021-03;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;673;702;95.9
2021-03;Região de Saúde LVT;Instituto Português Oncologia de Lisboa, EPE;38.7396768,-9.1634516;9;155;5.8
2021-03;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;2436;3160;77.1
2021-03;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;616;665;92.6
2021-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;1098;1237;88.8
